"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"output.wav","0",20,0.157045238636811,0.0591601468285687,0.146618911174785,0.10730659025788,0.205386819484241,0.098080229226361,1.06913110252365,4.40416942152997,0.948496615476985,0.496091933378489,0.2410888252149,0.157045238636811,0,0.113192444411829,0.0431929480901077,0.275625,0.582950426868557,0,2.260986328125,2.260986328125,0.120532514080901
