"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"output.wav","0",20,0.19073181114342,0.0561510451443628,0.203225806451613,0.131971326164875,0.238853046594982,0.106881720430108,1.41135777840886,4.90715620023918,0.913528816624442,0.344494121496496,0.240860215053763,0.19073181114342,0,0.111943763628742,0.0448626653102747,0.242307692307692,0.6434326171875,0.107666015625,3.66064453125,3.552978515625,0.127568366592757
